Synonym	Start	Stop	Strand	Name	Synonym	Product	CS1	CS2	CS3	CS4	CS5	CS6	CS7	CS8	CS9	CS10	CS11	CS12	CS13	CS14	CS15	CS16	CS17	CS18	CS19	CS20	CS21	CS22	CS23	CS24	CS25	CS26	Entry	Entry name	Protein names	Gene names	Pathway	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Cross-reference (GeneID)	EC number	Cross-reference (STRING)	Cross-reference (KEGG)	Cross-reference (UniPathway)
b0040	41931	40417	-	caiT	b0040	putative transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	14	P31553	CAIT_ECOLI	L-carnitine/gamma-butyrobetaine antiporter	caiT yaaP b0040 JW0039	PATHWAY: Amine and polyamine metabolism; carnitine metabolism. {ECO:0000255|HAMAP-Rule:MF_01049}.	4-(trimethylammonio)butanoate transport [GO:1900751]; carnitine metabolic process [GO:0009437]; carnitine transport [GO:0015879]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	(R)-carnitine:4-(trimethylammonio)butanoate antiporter activity [GO:0044667]; carnitine transmembrane transporter activity [GO:0015226]; transmembrane transporter activity [GO:0022857]	49586148;944765;		511145.b0040;	ecj:JW0039;eco:b0040;	UPA00117
b0041	42403	43173	+	fixA	b0041	anaerobic carnitine reduction putative electron transfer flavoprotein subunit	0	0	0	0	14	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P60566	FIXA_ECOLI	Protein FixA	fixA yaaQ b0041 JW0040	PATHWAY: Amine and polyamine metabolism; carnitine metabolism.	carnitine catabolic process [GO:0042413]; carnitine metabolic process [GO:0009437]		electron transfer activity [GO:0009055]	947316;		511145.b0041;	ecj:JW0040;eco:b0041;	UPA00117
b0042	43188	44129	+	fixB	b0042	putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein	0	0	0	0	26	76	0	0	0	0	0	0	0	42	0	0	0	0	0	46	0	0	0	0	0	0	P31574	FIXB_ECOLI	Protein FixB	fixB yaaR b0042 JW0041	PATHWAY: Amine and polyamine metabolism; carnitine metabolism.	carnitine catabolic process [GO:0042413]; carnitine metabolic process [GO:0009437]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]		electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]	948939;		511145.b0042;	ecj:JW0041;eco:b0042;	UPA00117
b0043	44180	45466	+	fixC	b0043	putative oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P68644	FIXC_ECOLI	Protein FixC	fixC yaaS b0043 JW0042		carnitine metabolic process [GO:0009437]		FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]	948958;		511145.b0043;	ecj:JW0042;eco:b0043;	
b0044	45463	45750	+	fixX	b0044	putative 4Fe-4S ferredoxin-type protein	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P68646	FIXX_ECOLI	Ferredoxin-like protein FixX	fixX yaaT b0044 JW0043		oxidation-reduction process [GO:0055114]		4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]	49586144;948590;		511145.b0044;	ecj:JW0043;eco:b0044;	
b0045	45807	47138	+	yaaU	b0045	putative transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P31679	YAAU_ECOLI	Putative metabolite transport protein YaaU	yaaU yabE b0045 JW0044		response to oxidative stress [GO:0006979]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	944766;		511145.b0045;	ecj:JW0044;eco:b0045;	
b0046	47246	47776	+	kefF	b0046	potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0A754	KEFF_ECOLI	Glutathione-regulated potassium-efflux system ancillary protein KefF (Quinone oxidoreductase KefF) (EC 1.6.5.2)	kefF yabF b0046 JW0045		positive regulation of ion transmembrane transporter activity [GO:0032414]; positive regulation of potassium ion transmembrane transport [GO:1901381]; potassium ion transport [GO:0006813]	plasma membrane [GO:0005886]	electron transfer activity [GO:0009055]; FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]	944767;	1.6.5.2	511145.b0046;	ecj:JW0045;eco:b0046;	
b0047	47769	49631	+	kefC	b0047	potassium:proton antiporter	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	27	0	0	0	0	0	0	19	P03819	KEFC_ECOLI	Glutathione-regulated potassium-efflux system protein KefC (K(+)/H(+) antiporter)	kefC trkC b0047 JW0046		potassium ion transport [GO:0006813]; regulation of pH [GO:0006885]; response to methylglyoxal [GO:0051595]; response to toxic substance [GO:0009636]	integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]	enzyme binding [GO:0019899]; glutathione-regulated potassium exporter activity [GO:0015503]; nucleotide binding [GO:0000166]; solute:proton antiporter activity [GO:0015299]; toxic substance binding [GO:0015643]	944773;		511145.b0047;	ecj:JW0046;eco:b0047;	
b0048	49823	50302	+	folA	b0048	dihydrofolate reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0ABQ4	DYR_ECOLI	Dihydrofolate reductase (EC 1.5.1.3)	folA tmrA b0048 JW0047	PATHWAY: Cofactor biosynthesis; tetrahydrofolate biosynthesis; 5,6,7,8-tetrahydrofolate from 7,8-dihydrofolate: step 1/1.	dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process [GO:0006545]; one-carbon metabolic process [GO:0006730]; response to antibiotic [GO:0046677]; response to drug [GO:0042493]; response to methotrexate [GO:0031427]; tetrahydrofolate biosynthetic process [GO:0046654]	cytosol [GO:0005829]	dihydrofolate reductase activity [GO:0004146]; dihydrofolic acid binding [GO:0051871]; folic acid binding [GO:0005542]; methotrexate binding [GO:0051870]; NADP+ binding [GO:0070401]; NADP binding [GO:0050661]; NADPH binding [GO:0070402]	52075369;944790;	1.5.1.3	511145.b0048;	ecj:JW0047;eco:b0048;	UPA00077;UER00158
b0049	51222	50380	-	apaH	b0049	diadenosine tetraphosphatase	0	0	18	0	48	0	27	0	11	66	41	0	14	0	12	0	0	0	57	0	101	0	0	0	0	0	P05637	APAH_ECOLI	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	apaH b0049 JW0048		nucleobase-containing small molecule interconversion [GO:0015949]; response to X-ray [GO:0010165]		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity [GO:0008803]; bis(5'-nucleosyl)-tetraphosphatase activity [GO:0008796]	48132676;944770;	3.6.1.41	511145.b0049;	ecj:JW0048;eco:b0049;	
b0050	51606	51229	-	apaG	b0050	protein associated with Co2+ and Mg2+ efflux	99	18	115	0	0	0	48	0	156	141	90	0	52	68	0	0	0	0	0	0	62	0	0	0	0	20	P62672	APAG_ECOLI	Protein ApaG	apaG b0050 JW0049					49586137;944772;		511145.b0050;	ecj:JW0049;eco:b0050;	
b0051	52430	51609	-	rsmA	b0051	16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent	78	67	0	0	0	0	0	0	0	15	0	0	37	35	25	0	0	0	39	0	53	0	44	0	0	38	P06992	RSMA_ECOLI	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA b0051 JW0050		response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]; rRNA base methylation [GO:0070475]; rRNA methylation [GO:0031167]; rRNA processing [GO:0006364]	cytosol [GO:0005829]	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; double-stranded DNA binding [GO:0003690]; mRNA binding [GO:0003729]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]; rRNA binding [GO:0019843]	944939;	2.1.1.182	511145.b0051;	ecj:JW0050;eco:b0051;	
b0052	53416	52427	-	pdxA	b0052	4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent	0	0	0	0	0	0	19	0	0	0	0	14	0	0	0	0	0	40	31	0	0	0	36	0	0	0	P19624	PDXA_ECOLI	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)	pdxA b0052 JW0051	PATHWAY: Cofactor biosynthesis; pyridoxine 5'-phosphate biosynthesis; pyridoxine 5'-phosphate from D-erythrose 4-phosphate: step 4/5. {ECO:0000255|HAMAP-Rule:MF_00536}.	pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]	cytoplasm [GO:0005737]	4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570]; cobalt ion binding [GO:0050897]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]	944919;	1.1.1.262	511145.b0052;	ecj:JW0051;eco:b0052;	UPA00244;UER00312
b0053	54702	53416	-	surA	b0053	peptidyl-prolyl cis-trans isomerase (PPIase)	61	122	56	50	49	142	43	58	98	27	42	157	50	27	195	39	0	59	71	0	45	0	0	0	0	135	P0ABZ6	SURA_ECOLI	Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA) (Survival protein A)	surA b0053 JW0052		chaperone-mediated protein folding [GO:0061077]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; maintenance of stationary phase [GO:0060274]; protein folding [GO:0006457]; protein stabilization [GO:0050821]	outer membrane-bounded periplasmic space [GO:0030288]	peptide binding [GO:0042277]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; unfolded protein binding [GO:0051082]	49586134;944812;	5.2.1.8	511145.b0053;	ecj:JW0052;eco:b0053;	
b0054	57109	54755	-	lptD	b0054	LPS assembly OM complex LptDE, beta-barrel component	51	26	61	44	46	12	0	31	54	44	16	53	35	90	97	94	53	57	105	0	104	0	0	0	103	43	P31554	LPTD_ECOLI	LPS-assembly protein LptD (Organic solvent tolerance protein)	lptD imp ostA yabG b0054 JW0053		Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; lipopolysaccharide export [GO:0015921]; lipopolysaccharide transport [GO:0015920]; response to organic substance [GO:0010033]	cell outer membrane [GO:0009279]; transporter complex [GO:1990351]		945011;		511145.b0054;	ecj:JW0053;eco:b0054;	
b0055	57364	58179	+	djlA	b0055	membrane-anchored DnaK co-chaperone, DNA-binding protein	0	0	0	0	0	0	0	0	0	33	0	0	0	0	18	0	0	0	0	0	0	132	0	0	0	0	P31680	DJLA_ECOLI	Co-chaperone protein DjlA (DnaJ-like protein DjlA)	djlA yabH b0055 JW0054			integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]	chaperone binding [GO:0051087]	948992;		511145.b0055;	ecj:JW0054;eco:b0055;	
b0058	60346	59687	-	rluA	b0058	dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent	0	0	97	0	0	91	57	0	0	0	0	0	0	0	0	55	0	0	0	76	0	0	0	0	0	0	P0AA37	RLUA_ECOLI	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	rluA yabO b0058 JW0057		enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; pseudouridine synthesis [GO:0001522]; RNA modification [GO:0009451]; rRNA processing [GO:0006364]; rRNA pseudouridine synthesis [GO:0031118]; tRNA processing [GO:0008033]; tRNA pseudouridine synthesis [GO:0031119]		pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; tRNA pseudouridine synthase activity [GO:0106029]	48722895;946262;	5.4.99.28; 5.4.99.29	511145.b0058;	ecj:JW0057;eco:b0058;	
b0059	63264	60358	-	rapA	b0059	RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase	0	19	3	11	0	0	0	12	9	9	11	0	20	13	8	9	0	50	17	22	34	0	0	0	18	44	P60240	RAPA_ECOLI	RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA)	rapA hepA yabA b0059 JW0058		positive regulation of transcription, DNA-templated [GO:0045893]	cytoplasm [GO:0005737]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; bacterial-type RNA polymerase core enzyme binding [GO:0001000]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	49586130;948523;	3.6.4.-	511145.b0059;	ecj:JW0058;eco:b0059;	
b0060	65780	63429	-	polB	b0060	DNA polymerase II	15	15	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	26	P21189	DPO2_ECOLI	DNA polymerase II (Pol II) (EC 2.7.7.7)	polB dinA b0060 JW0059		DNA-dependent DNA replication [GO:0006261]; DNA replication proofreading [GO:0045004]; SOS response [GO:0009432]		3'-5'-exodeoxyribonuclease activity [GO:0008296]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]	944779;	2.7.7.7	511145.b0060;	ecj:JW0059;eco:b0060;	
b0061	66550	65855	-	araD	b0061	L-ribulose-5-phosphate 4-epimerase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P08203	ARAD_ECOLI	L-ribulose-5-phosphate 4-epimerase AraD (EC 5.1.3.4) (Phosphoribulose isomerase)	araD b0061 JW0060	PATHWAY: Carbohydrate degradation; L-arabinose degradation via L-ribulose; D-xylulose 5-phosphate from L-arabinose (bacterial route): step 3/3. {ECO:0000255|HAMAP-Rule:MF_00989, ECO:0000305|PubMed:13890280}.	L-arabinose catabolic process to xylulose 5-phosphate [GO:0019569]; L-lyxose metabolic process [GO:0019324]; pentose catabolic process [GO:0019323]; protein homotetramerization [GO:0051289]	cytosol [GO:0005829]	aldehyde-lyase activity [GO:0016832]; L-ribulose-phosphate 4-epimerase activity [GO:0008742]; zinc ion binding [GO:0008270]	945294;	5.1.3.4	511145.b0061;	ecj:JW0060;eco:b0061;	UPA00145;UER00567
b0062	68337	66835	-	araA	b0062	L-arabinose isomerase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P08202	ARAA_ECOLI	L-arabinose isomerase (EC 5.3.1.4)	araA b0062 JW0061	PATHWAY: Carbohydrate degradation; L-arabinose degradation via L-ribulose; D-xylulose 5-phosphate from L-arabinose (bacterial route): step 1/3.	arabinose catabolic process [GO:0019568]; L-arabinose catabolic process to xylulose 5-phosphate [GO:0019569]	cytosol [GO:0005829]	L-arabinose isomerase activity [GO:0008733]; manganese ion binding [GO:0030145]	947511;	5.3.1.4	511145.b0062;	ecj:JW0061;eco:b0062;	UPA00145;UER00565
b0063	70048	68348	-	araB	b0063	L-ribulokinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P08204	ARAB_ECOLI	Ribulokinase (EC 2.7.1.16)	araB b0063 JW0062	PATHWAY: Carbohydrate degradation; L-arabinose degradation via L-ribulose; D-xylulose 5-phosphate from L-arabinose (bacterial route): step 2/3.	arabinose catabolic process [GO:0019568]; carbohydrate catabolic process [GO:0016052]; L-arabinose catabolic process [GO:0019572]; L-arabinose catabolic process to xylulose 5-phosphate [GO:0019569]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; ribulokinase activity [GO:0008741]	946017;	2.7.1.16	511145.b0063;	ecj:JW0062;eco:b0063;	UPA00145;UER00566
b0064	70387	71265	+	araC	b0064	ara regulon transcriptional activator; autorepressor	0	0	0	0	0	0	0	0	69	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0A9E0	ARAC_ECOLI	Arabinose operon regulatory protein (HTH-type transcriptional regulator AraC)	araC b0064 JW0063		arabinose catabolic process [GO:0019568]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	DNA-binding transcription repressor activity [GO:0001217]; identical protein binding [GO:0042802]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	48132663;944780;		511145.b0064;	ecj:JW0063;eco:b0064;	
b0065	71351	72115	+	yabI	b0065	DedA family inner membrane protein	64	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	58	0	0	0	0	38	P30149	YABI_ECOLI	Inner membrane protein YabI	yabI b0065 JW5005		FtsZ-dependent cytokinesis [GO:0043093]; response to ionizing radiation [GO:0010212]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		944783;		511145.b0065;	ecj:JW5005;eco:b0065;	
b0066	72927	72229	-	thiQ	b0066	thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	P31548	THIQ_ECOLI	Thiamine import ATP-binding protein ThiQ (EC 7.6.2.15)	thiQ yabJ b0066 JW0065		thiamine transmembrane transport [GO:0071934]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATPase-coupled thiamine transmembrane transporter activity [GO:0048502]; ATP binding [GO:0005524]; thiamine transmembrane transporter activity [GO:0015234]	944785;	7.6.2.15	511145.b0066;	ecj:JW0065;eco:b0066;	
b0067	74521	72911	-	thiP	b0067	thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	21	0	0	0	0	25	0	P31549	THIP_ECOLI	Thiamine transport system permease protein ThiP	thiP yabK b0067 JW0066		thiamine transmembrane transport [GO:0071934]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	thiamine transmembrane transporter activity [GO:0015234]	944784;		511145.b0067;	ecj:JW0066;eco:b0067;	
b0068	75480	74497	-	thiB	b0068	thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P31550	THIB_ECOLI	Thiamine-binding periplasmic protein	thiB tbpA yabL b0068 JW0067		thiamine transport [GO:0015888]; transmembrane transport [GO:0055085]	outer membrane-bounded periplasmic space [GO:0030288]	thiamine binding [GO:0030975]; thiamine pyrophosphate binding [GO:0030976]	946306;		511145.b0068;	ecj:JW0067;eco:b0068;	
b0069	77299	75644	-	sgrR	b0069	transcriptional DNA-binding transcriptional activator of sgrS sRNA	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P33595	SGRR_ECOLI	HTH-type transcriptional regulator SgrR	sgrR yabN b0069 JW0068		negative regulation of transcription, DNA-templated [GO:0045892]; peptide transport [GO:0015833]; positive regulation of transcription, DNA-templated [GO:0045893]	outer membrane-bounded periplasmic space [GO:0030288]	bacterial-type RNA polymerase transcription regulatory region sequence-specific DNA binding [GO:0000984]; peptide transmembrane transporter activity [GO:1904680]	944788;		511145.b0069;	ecj:JW0068;eco:b0069;	
b0070	77621	78799	+	setA	b0070	broad specificity sugar efflux system	0	29	0	0	0	0	29	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P31675	SETA_ECOLI	Sugar efflux transporter A	setA yabM b0070 JW0069		cellular response to glucose-phosphate stress [GO:0036448]; glucose transmembrane transport [GO:1904659]; lactose transport [GO:0015767]	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]	carbohydrate:proton symporter activity [GO:0005351]	944793;		511145.b0070;	ecj:JW0069;eco:b0070;	
b0071	79453	78848	-	leuD	b0071	3-isopropylmalate dehydratase small subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	114	0	0	0	0	0	0	0	P30126	LEUD_ECOLI	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD b0071 JW0070	PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 2/4.	leucine biosynthetic process [GO:0009098]	3-isopropylmalate dehydratase complex [GO:0009316]; cytosol [GO:0005829]	3-isopropylmalate dehydratase activity [GO:0003861]	48132655;945642;	4.2.1.33	511145.b0071;	ecj:JW0070;eco:b0071;	UPA00048;UER00071
b0072	80864	79464	-	leuC	b0072	3-isopropylmalate dehydratase large subunit	0	0	0	0	0	0	0	0	57	0	0	0	19	0	0	0	0	0	41	0	8	0	0	0	0	0	P0A6A6	LEUC_ECOLI	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC b0072 JW0071	PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 2/4. {ECO:0000255|HAMAP-Rule:MF_01026}.	leucine biosynthetic process [GO:0009098]	cytosol [GO:0005829]	3-isopropylmalate dehydratase activity [GO:0003861]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]	49586115;945076;	4.2.1.33	511145.b0072;	ecj:JW0071;eco:b0072;	UPA00048;UER00071
b0073	81958	80867	-	leuB	b0073	3-isopropylmalate dehydrogenase, NAD(+)-dependent	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	16	0	0	0	0	0	P30125	LEU3_ECOLI	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	leuB b0073 JW5807	PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_01033, ECO:0000305|PubMed:9003442}.	cellular response to amino acid starvation [GO:0034198]; leucine biosynthetic process [GO:0009098]	cytosol [GO:0005829]	3-isopropylmalate dehydrogenase activity [GO:0003862]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]	944798;	1.1.1.85	511145.b0073;	ecj:JW5807;eco:b0073;	UPA00048;UER00072
b0074	83529	81958	-	leuA	b0074	2-isopropylmalate synthase	0	0	0	0	0	27	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	32	P09151	LEU1_ECOLI	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA b0074 JW0073	PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 1/4.	leucine biosynthetic process [GO:0009098]	cytosol [GO:0005829]	2-isopropylmalate synthase activity [GO:0003852]; acetyl-CoA C-acetyltransferase activity [GO:0003985]	947465;	2.3.3.13	511145.b0074;	ecj:JW0073;eco:b0074;	UPA00048;UER00070
b0075	83708	83622	-	leuL	b0075	leu operon leader peptide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	P0AD79	LPL_ECOLI	leu operon leader peptide (leu operon attenuator peptide)	leuL leuLP b0075 JW0074		leucine biosynthetic process [GO:0009098]			52075395;946072;		511145.b0075;	ecj:JW0074;eco:b0075;	
b0076	84368	85312	+	leuO	b0076	global transcription factor	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P10151	LEUO_ECOLI	HTH-type transcriptional regulator LeuO	leuO b0076 JW0075		regulation of transcription, DNA-templated [GO:0006355]	protein-DNA complex [GO:0032993]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	949034;		511145.b0076;	ecj:JW0075;eco:b0076;	
